meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
FINA Swimming World Cup 2013,30.30,10/08/2013,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,147,148,858,Berlin,GER
FINA/airweave Swimming World Cup 2017,30.32,15/11/2017,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,149,149,842,Tokyo,JPN
FINA Swimming World Cup 2018,30.35,10/11/2018,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,150,150,840,Tokyo,JPN
FINA/MASTBANK Swimming World Cup 2014,30.38,24/10/2014,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,151,151,851,Beijing,CHN
FINA/airweave Swimming World Cup 2017,30.40,11/08/2017,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,152,152,850,Eindhoven,NED
FINA/airweave Swimming World Cup 2017,30.44,19/11/2017,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,153,153,832,Singapore,SGP
FINA Swimming World Cup 2013,30.44,13/11/2013,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,153,154,846,Beijing,CHN
10th FINA World Swimming Championships (25m) 2010,30.44,15/12/2010,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,153,155,846,Dubai,UAE
Canada Cup 2012,30.47,23/11/2012,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,156,156,844,Toronto,CAN
FINA/airweave Swimming World Cup 2016,30.51,31/08/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,157,157,841,Berlin,GER
FINA Swimming World Cup 2013,30.51,12/10/2013,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,157,158,841,Moscow,RUS
13th FINA World Swimming Championships (25m) 2016,30.60,09/12/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,159,159,833,Windsor,CAN
FINA/MASTBANK Swimming World Cup 2014,30.64,01/11/2014,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,160,160,830,Singapore,SGP
FINA Swimming World Cup 2018,30.69,05/10/2018,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,161,161,812,Budapest,HUN
14th FINA World Swimming Championships (25m) 2018,30.70,14/12/2018,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,162,162,811,Hangzhou,CHN
FINA/airweave Swimming World Cup 2016,30.72,29/10/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,163,163,823,Hong Kong,HKG
12th FINA World Swimming Championships (25m) 2014,30.76,05/12/2014,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,164,164,820,Doha,QAT
FINA/airweave Swimming World Cup 2016,30.77,30/08/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,165,165,819,Berlin,GER
FINA Swimming World Cup 2018,30.79,29/09/2018,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,166,166,804,Eindhoven,NED
FINA/airweave Swimming World Cup 2016,30.83,21/10/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,167,167,815,Singapore,SGP
FINA Swimming World Cup 2013,30.84,05/11/2013,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,168,168,814,Singapore,SGP
FINA/airweave Swimming World Cup 2017,30.86,07/08/2017,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,169,169,812,Berlin,GER
11th FINA World Swimming Championships (25m) 2012,30.87,14/12/2012,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,170,170,812,Istanbul,TUR
FINA/airweave Swimming World Cup 2017,30.88,18/11/2017,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,171,171,797,Singapore,SGP
11th FINA World Swimming Championships (25m) 2012,30.89,14/12/2012,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,172,172,810,Istanbul,TUR
FINA/MASTBANK Swimming World Cup 2014,30.90,29/09/2014,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,173,173,809,Hong Kong,HKG
FINA/MASTBANK Swimming World Cup 2014,30.91,02/11/2014,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,174,174,808,Singapore,SGP
FINA/airweave Swimming World Cup 2016,30.92,26/08/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,175,175,808,Paris-Chartres,FRA
FINA Swimming World Cup 2013,30.92,12/10/2013,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,175,176,808,Moscow,RUS
13th FINA World Swimming Championships (25m) 2016,30.93,09/12/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,177,177,807,Windsor,CAN
FINA Swimming World Cup 2018,30.95,03/11/2018,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,178,178,792,Beijing,CHN
FINA Swimming World Cup 2018,30.97,16/11/2018,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,179,179,790,Singapore,SGP
FINA Swimming World Cup 2013,30.98,17/10/2013,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,180,180,803,Dubai,UAE
FINA Swimming World Cup 2018,31.06,17/11/2018,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ROMAN, Breanna Marie Laurin",F,25/10/1995,,,181,181,783,Singapore,SGP
FINA Swimming World Cup 2013,31.17,20/10/2013,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,182,182,788,Doha,QAT
10th FINA World Swimming Championships (25m) 2010,31.22,17/12/2010,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,183,183,785,Dubai,UAE
FINA Swimming World Cup 2018,31.41,17/11/2018,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ROMAN, Breanna Marie Laurin",F,25/10/1995,,,184,184,758,Singapore,SGP
12th FINA World Swimming Championships (25m) 2014,31.41,07/12/2014,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,184,185,770,Doha,QAT
11th FINA World Swimming Championships (25m) 2012,31.47,16/12/2012,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,186,186,766,Istanbul,TUR
FINA/airweave Swimming World Cup 2017,31.50,11/11/2017,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,187,187,751,Beijing,CHN
11th FINA World Swimming Championships (25m) 2012,31.54,16/12/2012,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,188,188,761,Istanbul,TUR
FINA/airweave Swimming World Cup 2016,31.56,30/09/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,189,189,759,Beijing,CHN
FINA/airweave Swimming World Cup 2017,31.65,06/08/2017,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,190,190,753,Berlin,GER
FINA/airweave Swimming World Cup 2017,31.65,03/08/2017,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,190,191,753,Moscow,RUS
13th FINA World Swimming Championships (25m) 2016,31.70,11/12/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,192,192,749,Windsor,CAN
FINA Swimming World Cup 2018,31.78,16/11/2018,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ROMAN, Breanna Marie Laurin",F,25/10/1995,,,193,193,731,Singapore,SGP
FINA/airweave Swimming World Cup 2016,31.78,04/10/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,193,194,744,Dubai,UAE
FINA Swimming World Cup 2018,31.80,16/11/2018,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ROMAN, Breanna Marie Laurin",F,25/10/1995,,,195,195,730,Singapore,SGP
10th FINA World Swimming Championships (25m) 2010,31.80,17/12/2010,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,195,196,742,Dubai,UAE
FINA/MASTBANK Swimming World Cup 2014,31.97,02/11/2014,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,197,197,731,Singapore,SGP
FINA/airweave Swimming World Cup 2017,32.06,14/11/2017,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,198,198,712,Tokyo,JPN
FINA/airweave Swimming World Cup 2017,32.07,06/08/2017,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,199,199,724,Berlin,GER
FINA/airweave Swimming World Cup 2016,32.07,08/10/2016,Women 50 Breaststroke SCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,199,200,724,Doha,QAT
